Placa,Fabricação,Combustível,Planta do Veículo,Modelo,Carroceria,Chassi,Nº do Chassi,Ordem,Tipo de Veículo,Data Inclusão
LRS2841,2014,Diesel,2918,VOLVO B340 M EURO V,NEOBUS - SAN MARINO,VOLVO,9BVR9R328FE385117,E47017C,45 BRT ARTICULADO,09/01/15 16:08
LRS2843,2014,Diesel,2918,VOLVO B340 M EURO V,NEOBUS - SAN MARINO,VOLVO,9BVR9R328FE385029,E47018C,45 BRT ARTICULADO,09/01/15 16:09
KPP5170,2009,Diesel,2839,MBB O 500 MA EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382154AB673949,E50301C,45 BRT ARTICULADO,09/06/14 16:35
LTB5540,2013,Diesel,2972,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188DB892559,E58686D,44 BRT PADRON,01/07/14 17:33
LTB5541,2013,Diesel,2972,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188DB892254,E58687D,44 BRT PADRON,01/07/14 17:34
LMB9574,2014,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382188DB892219,E86850D,45 BRT ARTICULADO,29/08/14 10:13
KQO8674,2013,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382188DB899557,E86851D,45 BRT ARTICULADO,29/08/14 10:14
LMB9577,2013,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382188DB896133,E86852D,45 BRT ARTICULADO,29/08/14 10:15
LUL5782,2013,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382188DB896423,E86853D,45 BRT ARTICULADO,29/08/14 10:15
LTR5553,2013,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382188DB898785,E86854D,45 BRT ARTICULADO,29/08/14 10:16
LRH9940,2014,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382157EB942609,E86855D,45 BRT ARTICULADO,29/08/14 09:38
KWX6285,2014,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382157EB950831,E86856D,45 BRT ARTICULADO,29/08/14 09:39
LSB6391,2014,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382157EB952083,E86857D,45 BRT ARTICULADO,29/08/14 09:39
KPZ9204,2014,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382157EB952794,E86858D,45 BRT ARTICULADO,29/08/14 09:40
KWJ9250,2014,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382157EB953357,E86859D,45 BRT ARTICULADO,29/08/14 09:40
KYN7644,2014,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382157EB958776,E86860D,45 BRT ARTICULADO,29/08/14 11:00
LRK8456,2014,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382157EB957598,E86861D,45 BRT ARTICULADO,29/08/14 11:01
LRX6071,2014,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382157EB958112,E86862D,45 BRT ARTICULADO,29/08/14 11:02
LMC1030,2014,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382157EB961264,E86863D,45 BRT ARTICULADO,29/08/14 11:02
KRK5260,2014,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382157EB963372,E86864D,45 BRT ARTICULADO,29/08/14 11:03
KRI3470,2014,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382157EB959162,E86865D,45 BRT ARTICULADO,29/08/14 11:03
LRK8428,2014,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382157EB963016,E86866D,45 BRT ARTICULADO,29/08/14 11:04
LRK8436,2014,Diesel,2938,MBB O 500 MDA  EURO  V,MARCOPOLO,MERCEDES BENZ,9BM382157EB962130,E86867D,45 BRT ARTICULADO,29/08/14 11:04
LMB7233,2013,Diesel,2972,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188DB892633,E87586D,44 BRT PADRON,15/04/15 14:55
LUD5669,2013,Diesel,2972,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188DB892511,E87587D,44 BRT PADRON,15/04/15 14:56
LRI6675,2013,Diesel,2972,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188DB892601,E87588D,44 BRT PADRON,15/04/15 14:57
KQB6592,2013,Diesel,2972,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188DB892621,E87589D,44 BRT PADRON,15/04/15 14:57
KYB8306,2013,Diesel,2972,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188DB892645,E87590D,44 BRT PADRON,15/04/15 14:58
KQR9714,2013,Diesel,2839,MBB O 500 MA EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382154EB943034,E87591D,45 BRT ARTICULADO,26/11/14 12:45
KQR9715,2013,Diesel,2839,MBB O 500 MA EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382154EB943132,E87592D,45 BRT ARTICULADO,26/11/14 12:45
LMD0854,2013,Diesel,2839,MBB O 500 MA EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382154EB943539,E87593D,45 BRT ARTICULADO,26/11/14 12:46
KQR9712,2013,Diesel,2839,MBB O 500 MA EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382154EB943571,E87594D,45 BRT ARTICULADO,26/11/14 12:46
LRO4789,2013,Diesel,2839,MBB O 500 MA EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382154EB943696,E87595D,45 BRT ARTICULADO,26/11/14 12:47
KOY4550,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB869330,E90601D,44 BRT PADRON,31/03/15 11:36
LQL6936,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB869598,E90602D,44 BRT PADRON,31/03/15 11:37
KVU5463,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB869673,E90603D,44 BRT PADRON,31/03/15 11:38
KOY4548,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB869717,E90604D,44 BRT PADRON,31/03/15 11:38
LQL6942,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB869918,E90605D,44 BRT PADRON,31/03/15 11:40
KOY4594,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB869948,E90606D,44 BRT PADRON,31/03/15 12:13
LLT0946,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB871151,E90607D,44 BRT PADRON,31/03/15 11:41
LQL6964,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB871106,E90608D,44 BRT PADRON,31/03/15 11:45
LQL7001,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB871268,E90609D,44 BRT PADRON,31/03/15 11:46
KOY4566,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB871516,E90610D,44 BRT PADRON,31/03/15 11:47
LLT0570,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB871677,E90611D,44 BRT PADRON,31/03/15 11:48
KOY4563,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB871691,E90612D,44 BRT PADRON,31/03/15 11:49
KOY4561,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB868910,E90614D,44 BRT PADRON,31/03/15 11:50
LQL6952,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB871210,E90615D,44 BRT PADRON,31/03/15 11:54
KOY4556,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB871521,E90616D,44 BRT PADRON,31/03/15 11:59
KOY4562,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB871506,E90617D,44 BRT PADRON,31/03/15 12:00
LLT0618,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB871680,E90618D,44 BRT PADRON,31/03/15 12:01
LQL6999,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB871741,E90619D,44 BRT PADRON,31/03/15 12:02
KOY4554,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB871878,E90620D,44 BRT PADRON,31/03/15 12:03
KQU2173,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB871972,E90621D,44 BRT PADRON,31/03/15 12:05
KOY4551,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB872255,E90622D,44 BRT PADRON,31/03/15 12:06
KOY4552,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB872229,E90623D,44 BRT PADRON,31/03/15 12:07
LQL6951,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB872502,E90624D,44 BRT PADRON,31/03/15 12:09
LLT0545,2012,Diesel,2885,MBB O 500 M  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM382188CB872548,E90625D,44 BRT PADRON,31/03/15 12:08
