Placa,Fabricação,Combustível,Planta do Veículo,Modelo,Carroceria,Chassi,Nº do Chassi,Ordem,Tipo de Veículo,Data Inclusão
LRQ4533,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065FB983013, C12025,5 ONIBUS ROD. C/ AR,09/12/14 15:45
LSZ6684,2014,Diesel,3025,MBB OF 1721 L  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065EB970085, C12027,5 ONIBUS ROD. C/ AR,01/04/15 10:42
KZP8875,2015,Diesel,3008,MBB OF 1721 L  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB003524, C12028,5 ONIBUS ROD. C/ AR,21/05/15 10:57
KZP8876,2015,Diesel,3008,MBB OF 1721 L  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB004006, C12030,5 ONIBUS ROD. C/ AR,21/05/15 10:59
LRY5035,2015,Diesel,3008,MBB OF 1721 L  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB004376, C12031,5 ONIBUS ROD. C/ AR,21/05/15 11:00
KQX7873,2015,Diesel,3008,MBB OF 1721 L  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB004179, C12032,5 ONIBUS ROD. C/ AR,21/05/15 11:01
KQT2745,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065FB983070, C12036,5 ONIBUS ROD. C/ AR,09/12/14 15:46
LRQ4534,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065FB983051, C12039,5 ONIBUS ROD. C/ AR,09/12/14 15:46
LRQ4538,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065FB983058, C12040,5 ONIBUS ROD. C/ AR,09/12/14 15:48
LRQ4532,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065FB983206, C12042,5 ONIBUS ROD. C/ AR,09/12/14 15:49
LRQ4531,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065FB983220, C12043,5 ONIBUS ROD. C/ AR,09/12/14 15:50
LRQ4530,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB983227, C12044,5 ONIBUS ROD. C/ AR,09/12/14 14:46
LRQ4529,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB983241, C12045,5 ONIBUS ROD. C/ AR,09/12/14 14:53
LRQ4528,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB983248, C12046,5 ONIBUS ROD. C/ AR,09/12/14 15:01
LRQ4537,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB983274, C12047,5 ONIBUS ROD. C/ AR,09/12/14 14:54
LRQ4535,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB983417, C12048,5 ONIBUS ROD. C/ AR,09/12/14 14:55
LRQ4536,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB983861, C12049,5 ONIBUS ROD. C/ AR,09/12/14 14:56
LPO2370,2010,Diesel,2692,OF-1722,INDUSCAR - CAIO,MERCEDES BENZ,9BM384078AB696634, C20007,30 ONBUS BASIC URB S/AR C/ELEV,29/01/15 10:21
LLC2637,2010,Diesel,2692,OF-1722,INDUSCAR - CAIO,MERCEDES BENZ,9BM384078AB696652, C20018,30 ONBUS BASIC URB S/AR C/ELEV,29/01/15 10:23
KNW6483,2010,Diesel,2692,OF-1722,INDUSCAR - CAIO,MERCEDES BENZ,9BM384078AB701036, C20025,30 ONBUS BASIC URB S/AR C/ELEV,29/01/15 10:24
KWV3544,2010,Diesel,2692,OF-1722,INDUSCAR - CAIO,MERCEDES BENZ,9BM384078AB696676, C20035,30 ONBUS BASIC URB S/AR C/ELEV,29/01/15 10:35
LLC2642,2010,Diesel,2692,OF-1722,INDUSCAR - CAIO,MERCEDES BENZ,9BM384078AB701054, C20057,30 ONBUS BASIC URB S/AR C/ELEV,29/01/15 10:28
KNW6484,2010,Diesel,2692,OF-1722,INDUSCAR - CAIO,MERCEDES BENZ,9BM384078AB701044, C20071,30 ONBUS BASIC URB S/AR C/ELEV,29/01/15 10:30
LPO2367,2010,Diesel,2692,OF-1722,INDUSCAR - CAIO,MERCEDES BENZ,9BM384078AB696725, C20086,30 ONBUS BASIC URB S/AR C/ELEV,29/01/15 10:33
LLC2646,2010,Diesel,2692,OF-1722,INDUSCAR - CAIO,MERCEDES BENZ,9BM384078AB701026, C20093,30 ONBUS BASIC URB S/AR C/ELEV,29/01/15 10:34
LRS9048,2014,Diesel,3015,B270F   EURO V,MARCOPOLO,VOLVO,9BVT5T725FE403193, C22036,51 ONBUS BS URB C/AR C/E 2CATR,13/05/15 19:08
KQU7173,2014,Diesel,3015,B270F   EURO V,MARCOPOLO,VOLVO,9BVT5T727FE403194, C22037,51 ONBUS BS URB C/AR C/E 2CATR,13/05/15 19:09
LME1261,2014,Diesel,3015,B270F   EURO V,MARCOPOLO,VOLVO,9BVT5T729FE403195, C22038,51 ONBUS BS URB C/AR C/E 2CATR,13/05/15 19:10
KXO9036,2014,Diesel,3015,B270F   EURO V,MARCOPOLO,VOLVO,9BVT5T727FE403196, C22039,51 ONBUS BS URB C/AR C/E 2CATR,13/05/15 19:11
LRS9042,2014,Diesel,3015,B270F   EURO V,MARCOPOLO,VOLVO,9BVT5T720FE403201, C22040,51 ONBUS BS URB C/AR C/E 2CATR,13/05/15 19:12
LSB6929,2014,Diesel,3015,B270F   EURO V,MARCOPOLO,VOLVO,9BVT5T722FE403202, C22041,51 ONBUS BS URB C/AR C/E 2CATR,13/05/15 19:13
LME2132,2014,Diesel,3015,B270F   EURO V,MARCOPOLO,VOLVO,9BVT5T724FE403203, C22042,51 ONBUS BS URB C/AR C/E 2CATR,13/05/15 19:15
LME2338,2014,Diesel,3015,B270F   EURO V,MARCOPOLO,VOLVO,9BVT5T729FE403214, C22043,51 ONBUS BS URB C/AR C/E 2CATR,13/05/15 19:16
LRS9623,2014,Diesel,3015,B270F   EURO V,MARCOPOLO,VOLVO,9BV15T720FE403215, C22044,51 ONBUS BS URB C/AR C/E 2CATR,13/05/15 18:35
KQU8355,2014,Diesel,3015,B270F   EURO V,MARCOPOLO,VOLVO,9BV15T722FE403216, C22045,51 ONBUS BS URB C/AR C/E 2CATR,13/05/15 18:36
KWQ6327,2014,Diesel,3015,B270F   EURO V,MARCOPOLO,VOLVO,9BV15T720FE403232, C22046,51 ONBUS BS URB C/AR C/E 2CATR,13/05/15 18:37
KZP8874,2015,Diesel,3013,MBB OF 1721 EURO V,INDUSCAR - CAIO,MERCEDES BENZ,9BM384078FB005324, C27186,31 ONBUS BASIC URB C/AR C/ELEV,22/05/15 12:16
LRY5036,2015,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB006326, C30330,51 ONBUS BS URB C/AR C/E 2CATR,12/06/15 14:45
LRY5038,2015,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB006338, C30331,51 ONBUS BS URB C/AR C/E 2CATR,12/06/15 14:46
LRY5039,2015,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB006461, C30332,51 ONBUS BS URB C/AR C/E 2CATR,12/06/15 14:47
KQX7876,2015,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB006350, C30333,51 ONBUS BS URB C/AR C/E 2CATR,12/06/15 14:48
KQX7874,2015,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB004362, C30334,51 ONBUS BS URB C/AR C/E 2CATR,12/06/15 14:49
LRY5040,2015,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB006667, C30335,51 ONBUS BS URB C/AR C/E 2CATR,09/06/15 10:33
LRY5037,2015,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB004226, C30336,51 ONBUS BS URB C/AR C/E 2CATR,09/06/15 10:34
LRY5041,2015,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB006637, C30337,51 ONBUS BS URB C/AR C/E 2CATR,09/06/15 10:35
KQX7877,2015,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB004162, C30338,51 ONBUS BS URB C/AR C/E 2CATR,09/06/15 10:37
KWP6824,2014,Diesel,3012,V W 17230 EURO V,MARCOPOLO,VOLKSWAGEN,9532G82W8ER433925, C41842,5 ONIBUS ROD. C/ AR,12/01/15 16:56
KWP6839,2014,Diesel,3012,V W 17230 EURO V,MARCOPOLO,VOLKSWAGEN,9532G82WXER433960, C41843,5 ONIBUS ROD. C/ AR,12/01/15 16:57
KWP6825,2014,Diesel,3012,V W 17230 EURO V,MARCOPOLO,VOLKSWAGEN,9532G82WXER434624, C41844,5 ONIBUS ROD. C/ AR,12/01/15 16:58
KWP6826,2014,Diesel,3012,V W 17230 EURO V,MARCOPOLO,VOLKSWAGEN,9532G82W7ER434127, C41845,5 ONIBUS ROD. C/ AR,12/01/15 16:59
KWP6827,2014,Diesel,3012,V W 17230 EURO V,MARCOPOLO,VOLKSWAGEN,9532G82W4ER436370, C41847,5 ONIBUS ROD. C/ AR,12/01/15 17:00
KWP6828,2014,Diesel,3012,V W 17230 EURO V,MARCOPOLO,VOLKSWAGEN,9532G82W7ER435262, C41848,5 ONIBUS ROD. C/ AR,12/01/15 17:04
KWP6829,2014,Diesel,3012,V W 17230 EURO V,MARCOPOLO,VOLKSWAGEN,9532G82W1ER436004, C41849,5 ONIBUS ROD. C/ AR,12/01/15 17:06
KWP6830,2014,Diesel,3012,V W 17230 EURO V,MARCOPOLO,VOLKSWAGEN,9532G82W1ER441008, C41850,5 ONIBUS ROD. C/ AR,12/01/15 17:06
KWP6831,2014,Diesel,3012,V W 17230 EURO V,MARCOPOLO,VOLKSWAGEN,9532G82W5ER441089, C41852,5 ONIBUS ROD. C/ AR,12/01/15 17:08
KWP6832,2014,Diesel,3012,V W 17230 EURO V,MARCOPOLO,VOLKSWAGEN,9532G82W7ER441093, C41853,5 ONIBUS ROD. C/ AR,12/01/15 17:09
KWP6833,2014,Diesel,3012,V W 17230 EURO V,MARCOPOLO,VOLKSWAGEN,9532G82W1ER434513, C41854,5 ONIBUS ROD. C/ AR,12/01/15 17:10
KWP6834,2014,Diesel,3012,V W 17230 EURO V,MARCOPOLO,VOLKSWAGEN,9532G82W2ER441261, C41855,5 ONIBUS ROD. C/ AR,12/01/15 17:11
KWP6835,2014,Diesel,3012,V W 17230 EURO V,MARCOPOLO,VOLKSWAGEN,9532G82WXER441086, C41888,5 ONIBUS ROD. C/ AR,02/03/15 12:21
LMD5678,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB979738, C47462,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 15:43
LRQ5829,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB979690, C47463,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 15:44
KQT3669,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB979940, C47464,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 15:45
KQT4835,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB979754, C47465,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 15:46
LRQ5752,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB979746, C47466,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 15:47
KWO7256,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB979770, C47467,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 15:48
LMD5626,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB974061, C47468,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 15:56
KWO7260,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB979914, C47469,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 17:41
KQT3682,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB981480, C47470,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 17:42
LRQ5939,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB981531, C47471,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 17:43
LRQ5744,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB981692, C47472,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 17:45
LMD5630,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB974452, C47473,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 17:46
LMD5631,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB981908, C47474,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 17:47
KWO7262,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB981734, C47475,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 17:47
LRQ5773,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB981726, C47476,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 17:48
LRZ6638,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB980623, C47477,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 17:49
KWO7265,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB981740, C47478,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 17:49
KQT3699,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB980639, C47479,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 17:50
KQT3701,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB980805, C47480,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 17:51
LRQ5783,2014,Diesel,2949,MBB OF 1721 EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB980789, C47481,51 ONBUS BS URB C/AR C/E 2CATR,05/12/14 17:52
KQU3657,2014,Diesel,3008,MBB OF 1721 L  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB983255, C47994,5 ONIBUS ROD. C/ AR,30/12/14 12:08
LMD9385,2014,Diesel,3008,MBB OF 1721 L  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB983269, C47995,5 ONIBUS ROD. C/ AR,30/12/14 12:10
LRS3617,2014,Diesel,3008,MBB OF 1721 L  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB983443, C47996,5 ONIBUS ROD. C/ AR,30/12/14 12:11
KQU3661,2014,Diesel,3008,MBB OF 1721 L  EURO V,NEOBUS - SAN MARINO,MERCEDES BENZ,9BM384065FB983450, C47997,5 ONIBUS ROD. C/ AR,30/12/14 12:12
KQY4308,2015,Diesel,3022,MBB OF 1721 EURO V,INDUSCAR - CAIO,MERCEDES BENZ,9BM384078FB010358, C51536,51 ONBUS BS URB C/AR C/E 2CATR,19/05/15 14:23
KOX7441,2012,Diesel,2874,MBB OF 1519 EURO V,INDUSCAR - CAIO,MERCEDES BENZ,9BM384067CB857149, C51537,48 MIDI URB S/AR C/ELEV S/COBR,08/06/15 16:29
KOX7450,2012,Diesel,2874,MBB OF 1519 EURO V,INDUSCAR - CAIO,MERCEDES BENZ,9BM384067CB857113, C51538,48 MIDI URB S/AR C/ELEV S/COBR,08/06/15 16:30
KOX6886,2012,Diesel,2874,MBB OF 1519 EURO V,INDUSCAR - CAIO,MERCEDES BENZ,9BM384067CB857109, C51542,48 MIDI URB S/AR C/ELEV S/COBR,08/06/15 16:31
KOA3952,2011,Diesel,2766,OF-1418,INDUSCAR - CAIO,MERCEDES BENZ,9BM384067BB784319, C51560,48 MIDI URB S/AR C/ELEV S/COBR,02/06/15 12:02
KXE3308,2011,Diesel,2766,OF-1418,INDUSCAR - CAIO,MERCEDES BENZ,9BM384067BB783600, C51567,48 MIDI URB S/AR C/ELEV S/COBR,02/06/15 12:36
LPW7076,2011,Diesel,2766,OF-1418,INDUSCAR - CAIO,MERCEDES BENZ,9BM384067BB783502, C51576,48 MIDI URB S/AR C/ELEV S/COBR,19/05/15 12:55
LRY8564,2015,Diesel,3022,MBB OF 1721 EURO V,INDUSCAR - CAIO,MERCEDES BENZ,9BM384078FB010362, C51588,51 ONBUS BS URB C/AR C/E 2CATR,19/05/15 14:24
KWT7189,2015,Diesel,3022,MBB OF 1721 EURO V,INDUSCAR - CAIO,MERCEDES BENZ,9BM384078FB010391, C51590,51 ONBUS BS URB C/AR C/E 2CATR,19/05/15 14:26
LMF6387,2015,Diesel,3022,MBB OF 1721 EURO V,INDUSCAR - CAIO,MERCEDES BENZ,9BM384078FB010407, C51610,51 ONBUS BS URB C/AR C/E 2CATR,19/05/15 14:27
LLN3534,2011,Diesel,2766,OF-1418,INDUSCAR - CAIO,MERCEDES BENZ,9BM384067BB784315, C51650,48 MIDI URB S/AR C/ELEV S/COBR,08/06/15 11:19
KRM3673,2011,Diesel,2766,OF-1418,INDUSCAR - CAIO,MERCEDES BENZ,9BM384067BB783623, C51653,48 MIDI URB S/AR C/ELEV S/COBR,08/06/15 16:32
LTL5739,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB961181,C12001 ,5 ONIBUS ROD. C/ AR,11/09/14 17:17
LTV5652,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB961107,C12002 ,5 ONIBUS ROD. C/ AR,11/09/14 17:18
LTN5825,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB960803,C12003 ,5 ONIBUS ROD. C/ AR,11/09/14 17:19
LTV5653,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB960691,C12004 ,5 ONIBUS ROD. C/ AR,11/09/14 17:24
KQW3456,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB960743,C12005 ,5 ONIBUS ROD. C/ AR,11/09/14 17:21
LTP5806,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB963034,C12006 ,5 ONIBUS ROD. C/ AR,11/09/14 17:22
LTP5808,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB959153,C12007 ,5 ONIBUS ROD. C/ AR,11/09/14 17:23
KQY3936,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB959185,C12008 ,5 ONIBUS ROD. C/ AR,11/09/14 17:49
KQU3426,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB959129,C12009 ,5 ONIBUS ROD. C/ AR,11/09/14 17:50
LTN5826,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB959770,C12010 ,5 ONIBUS ROD. C/ AR,11/09/14 17:51
LRM2329,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB959952,C12011 ,5 ONIBUS ROD. C/ AR,11/09/14 17:51
KQW3457,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB960354,C12012 ,5 ONIBUS ROD. C/ AR,11/09/14 17:52
KQY3938,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB960449,C12013 ,5 ONIBUS ROD. C/ AR,11/09/14 17:53
LTR5633,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB959873,C12014 ,5 ONIBUS ROD. C/ AR,11/09/14 17:53
KRA6449,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB956866,C12015 ,5 ONIBUS ROD. C/ AR,11/09/14 15:53
KRA6451,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB958355,C12016 ,5 ONIBUS ROD. C/ AR,11/09/14 15:55
LTP5807,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB958397,C12017 ,5 ONIBUS ROD. C/ AR,11/09/14 15:56
KQY3937,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB958791,C12018 ,5 ONIBUS ROD. C/ AR,11/09/14 15:57
LTR5632,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB959105,C12019 ,5 ONIBUS ROD. C/ AR,11/09/14 15:58
LTR5634,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB959362,C12020 ,5 ONIBUS ROD. C/ AR,11/09/14 18:10
KRA6450,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB959411,C12021 ,5 ONIBUS ROD. C/ AR,11/09/14 18:12
KRA6452,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB959434,C12022 ,5 ONIBUS ROD. C/ AR,11/09/14 18:13
LTT5612,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB959794,C12023 ,5 ONIBUS ROD. C/ AR,11/09/14 18:14
LTT5613,2014,Diesel,2991,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384065EB959818,C12024 ,5 ONIBUS ROD. C/ AR,11/09/14 18:15
OCQ9273,2011,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM384078BB786895,C12501 ,5 ONIBUS ROD. C/ AR,04/03/13 16:17
OCR2213,2011,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM384078BB786929,C12502 ,5 ONIBUS ROD. C/ AR,04/03/13 16:14
OCQ8843,2011,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM384078BB785253,C12503 ,5 ONIBUS ROD. C/ AR,04/03/13 16:15
OCR0153,2011,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM384078BB787782,C12504 ,5 ONIBUS ROD. C/ AR,04/03/13 16:39
OCQ9473,2011,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM384078BB786340,C12505 ,5 ONIBUS ROD. C/ AR,04/03/13 16:16
OCR2533,2011,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM384078BB787654,C12506 ,5 ONIBUS ROD. C/ AR,04/03/13 16:41
OCQ9733,2011,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM384078BB786890,C12507 ,5 ONIBUS ROD. C/ AR,04/03/13 16:42
OCQ8463,2011,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM384078BB787839,C12508 ,5 ONIBUS ROD. C/ AR,11/04/13 15:20
KWB5723,2012,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM384078CB848740,C12509 ,5 ONIBUS ROD. C/ AR,01/04/14 15:50
KVF9694,2010,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM384078AB696723,C12510 ,5 ONIBUS ROD. C/ AR,12/01/15 17:42
OCT0023,2011,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM384078BB787808,C12511 ,5 ONIBUS ROD. C/ AR,04/03/13 16:16
KUX5467,2008,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM3840788B583332,C12512 ,5 ONIBUS ROD. C/ AR,08/06/11 14:46
KNW9497,2010,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM384078AB704352,C12513 ,5 ONIBUS ROD. C/ AR,12/01/15 17:43
KWA2417,2008,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM3840788B583354,C12514 ,5 ONIBUS ROD. C/ AR,08/06/11 14:47
LPD9875,2008,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM3840788B579991,C12515 ,5 ONIBUS ROD. C/ AR,08/06/11 14:42
LKQ4289,2008,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM3840788B583302,C12516 ,5 ONIBUS ROD. C/ AR,08/06/11 14:43
OCR0493,2011,Diesel,2631,OF-1722,MARCOPOLO,MERCEDES BENZ,9BM384078BB787803,C12517 ,5 ONIBUS ROD. C/ AR,04/03/13 16:17
OPV5086,2013,Diesel,2926,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384078DB890056,C12518 ,5 ONIBUS ROD. C/ AR,17/03/14 15:49
OPV5051,2013,Diesel,2926,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384078DB889878,C12519 ,5 ONIBUS ROD. C/ AR,17/03/14 15:42
OPV5029,2013,Diesel,2926,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384078DB890055,C12520 ,5 ONIBUS ROD. C/ AR,24/03/14 17:30
OPV5100,2013,Diesel,2926,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384078DB890052,C12521 ,5 ONIBUS ROD. C/ AR,24/03/14 17:36
OPV5092,2013,Diesel,2926,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384078DB890051,C12522 ,5 ONIBUS ROD. C/ AR,24/03/14 17:40
OPV5017,2013,Diesel,2926,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384078DB890041,C12523 ,5 ONIBUS ROD. C/ AR,25/03/14 10:12
OPV5042,2013,Diesel,2926,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384078DB889901,C12524 ,5 ONIBUS ROD. C/ AR,25/03/14 10:17
OPV5058,2013,Diesel,2926,MBB OF 1721 EURO V,MARCOPOLO,MERCEDES BENZ,9BM384078DB889895,C12525 ,5 ONIBUS ROD. C/ AR,25/03/14 10:26
